coo_number,coo_date,year,period,quarter,month,quarteryear,status,permit,permit_type,permit_subtype,permit_date,zip,rdus,50+units,project_type,stories,tract,coord
131021,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03127,Bldg-New,1 or 2 Family Dwelling,10/8/2015,90272,1,No,1 unit,2,2625.01,"(34.0445, -118.52065)"
128557,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-04185,Bldg-New,1 or 2 Family Dwelling,10/8/2015,91326,1,No,1 unit,2,1082.02,
121719,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-02388,Bldg-New,1 or 2 Family Dwelling,10/8/2015,90272,1,No,1 unit,2,2626.04,"(34.04468, -118.5465)"
134196,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-70000-00376,Bldg-New,1 or 2 Family Dwelling,10/8/2015,90031,1,No,1 unit,2,1972,"(34.08664, -118.22991)"
132022,10/8/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03168,Bldg-New,1 or 2 Family Dwelling,10/8/2015,91326,1,No,1 unit,2,1082.02,
122398,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01668,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90026,1,No,1 unit,2,1974.1,"(34.08963, -118.25157)"
122400,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01669,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90026,1,No,1 unit,2,1974.1,"(34.08963, -118.25157)"
122477,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01665,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
132183,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-03586,Bldg-New,1 or 2 Family Dwelling,10/9/2015,91311,1,No,1 unit,2,1132.37,"(34.24468, -118.61942)"
126328,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-04356,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90291,1,No,1 unit,2,2738,"(33.99167, -118.45452)"
122479,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01666,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
122480,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-01667,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90026,1,No,1 unit,3,1974.1,"(34.08963, -118.25157)"
122154,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-30000-00172,Bldg-New,1 or 2 Family Dwelling,10/9/2015,90272,1,No,1 unit,2,2628.02,"(34.05102, -118.50326)"
127907,10/9/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-20000-01314,Bldg-New,1 or 2 Family Dwelling,10/9/2015,91604,1,No,1 unit,2,1439.01,"(34.13969, -118.39738)"
120462,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-00527,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90068,1,No,1 unit,3,1897.02,
112351,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-00349,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90069,1,No,1 unit,3,1943,"(34.09462, -118.38369)"
117992,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01245,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07523, -118.25089)"
118534,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01246,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07525, -118.25088)"
123310,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01252,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07536, -118.25081)"
118535,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01248,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07528, -118.25086)"
120464,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-00529,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90068,1,No,1 unit,3,1897.02,
123312,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01253,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07539, -118.2508)"
131010,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03219,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90046,1,No,1 unit,2,1920.02,"(34.08608, -118.35336)"
118536,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01249,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07532, -118.25084)"
128558,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02241,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90046,1,No,1 unit,2,1944.02,"(34.08609, -118.36788)"
121190,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-00710,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90032,1,No,1 unit,2,1991.1,"(34.08398, -118.19637)"
117991,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01235,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.0752, -118.25091)"
123309,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01251,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07534, -118.25083)"
123315,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01255,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90026,1,No,1 unit,3,1973,"(34.07541, -118.25078)"
120460,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-00526,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90068,1,No,1 unit,3,1897.02,
120552,10/14/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-00531,Bldg-New,1 or 2 Family Dwelling,10/14/2015,90068,1,No,1 unit,3,1897.02,
133627,10/15/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03873,Bldg-New,1 or 2 Family Dwelling,10/15/2015,91326,1,No,1 unit,2,1082.02,"(34.29175, -118.5806)"
132452,10/15/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03780,Bldg-New,1 or 2 Family Dwelling,10/15/2015,91604,1,No,1 unit,2,1435,"(34.14957, -118.40071)"
133626,10/15/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03872,Bldg-New,1 or 2 Family Dwelling,10/15/2015,91326,1,No,1 unit,2,1082.02,"(34.29175, -118.58044)"
132999,10/15/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03746,Bldg-New,1 or 2 Family Dwelling,10/15/2015,91326,1,No,1 unit,2,1082.02,"(34.28854, -118.58439)"
132998,10/16/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03745,Bldg-New,1 or 2 Family Dwelling,10/16/2015,91326,1,No,1 unit,2,1082.02,"(34.28842, -118.5844)"
128553,10/16/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-04654,Bldg-New,1 or 2 Family Dwelling,10/16/2015,91403,1,No,1 unit,2,1413.02,"(34.15537, -118.45945)"
123743,10/16/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02851,Bldg-New,1 or 2 Family Dwelling,10/16/2015,91342,1,No,1 unit,1,1041.08,"(34.27635, -118.39271)"
97478,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,10010-20000-00613,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91356,1,No,1 unit,2,,"(34.16395, -118.56074)"
132069,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03283,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91436,1,No,1 unit,2,1397.01,"(34.16313, -118.49469)"
117671,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-02224,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91606,1,No,1 unit,2,1238,"(34.18318, -118.40338)"
134474,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-20000-00277,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91423,1,No,1 unit,2,1411.02,"(34.14608, -118.43077)"
131340,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02978,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91344,1,No,1 unit,1,1113.01,
124102,10/19/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-04454,Bldg-New,1 or 2 Family Dwelling,10/19/2015,91343,1,No,1 unit,2,1171.02,"(34.248, -118.4655)"
130526,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14014-30000-03679,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90016,1,No,1 unit,1,2200,"(34.02501, -118.34306)"
132193,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-70000-02985,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90003,1,No,1 unit,2,2406,"(33.95148, -118.26936)"
132194,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-70000-02987,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90003,1,No,1 unit,2,2406,"(33.95138, -118.26936)"
132191,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-70000-02984,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90003,1,No,1 unit,2,2406,"(33.95159, -118.26936)"
132531,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-10000-03142,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90059,1,No,1 unit,1,2431,"(33.93413, -118.23595)"
131720,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-70000-02430,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90059,1,No,1 unit,1,2431,"(33.93529, -118.23475)"
132192,10/20/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-70000-02986,Bldg-New,1 or 2 Family Dwelling,10/20/2015,90003,1,No,1 unit,2,2406,"(33.95145, -118.26936)"
132995,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03743,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91326,1,No,1 unit,2,1082.02,"(34.28818, -118.58481)"
134919,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15010-30000-00266,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91604,1,No,1 unit,2,1435,"(34.14921, -118.41619)"
132472,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03757,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91405,1,No,1 unit,2,1278.04,"(34.19856, -118.46416)"
132470,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03756,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91405,1,No,1 unit,2,1278.04,
124355,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-10000-03358,Bldg-New,1 or 2 Family Dwelling,10/21/2015,90026,1,No,1 unit,3,1954,"(34.08831, -118.27388)"
129089,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02691,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91423,1,No,1 unit,2,1286.02,"(34.16501, -118.43706)"
125832,10/21/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-01117,Bldg-New,1 or 2 Family Dwelling,10/21/2015,91303,1,No,1 unit,2,1345.22,"(34.2049, -118.60424)"
81033,10/22/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,09010-20000-00339,Bldg-New,1 or 2 Family Dwelling,10/22/2015,90049,1,No,1 unit,2,2623.02,"(34.07416, -118.47031)"
134113,10/22/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02914,Bldg-New,1 or 2 Family Dwelling,10/22/2015,91601,1,No,1 unit,2,1252,"(34.16227, -118.38659)"
120556,10/22/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-03641,Bldg-New,1 or 2 Family Dwelling,10/22/2015,90024,1,No,1 unit,2,2656.01,"(34.06003, -118.42876)"
119535,10/22/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-02398,Bldg-New,1 or 2 Family Dwelling,10/22/2015,90025,1,No,1 unit,2,2671,"(34.0537, -118.42412)"
119397,10/22/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-20000-03471,Bldg-New,1 or 2 Family Dwelling,10/22/2015,90049,1,No,1 unit,2,2623.03,"(34.06805, -118.48764)"
126398,10/23/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-30000-01065,Bldg-New,1 or 2 Family Dwelling,10/23/2015,90049,1,No,1 unit,2,2623.01,"(34.07638, -118.49315)"
34770,10/25/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,05010-70000-00189,Bldg-New,1 or 2 Family Dwelling,10/25/2015,90065,1,No,1 unit,3,1863,"(34.10986, -118.22861)"
34739,10/25/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,05010-70000-00190,Bldg-New,1 or 2 Family Dwelling,10/25/2015,90065,1,No,1 unit,3,1863,"(34.10986, -118.22861)"
34795,10/25/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,05010-70000-00184,Bldg-New,1 or 2 Family Dwelling,10/25/2015,90065,1,No,1 unit,3,1863,"(34.10986, -118.22861)"
129454,10/26/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-01885,Bldg-New,1 or 2 Family Dwelling,10/26/2015,90036,1,No,1 unit,2,2110,"(34.06806, -118.3409)"
128944,10/26/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00270,Bldg-New,1 or 2 Family Dwelling,10/26/2015,90045,1,No,1 unit,2,2766.04,"(33.95909, -118.42256)"
137000,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,15014-20000-01747,Bldg-New,1 or 2 Family Dwelling,10/27/2015,91344,1,No,1 unit,1,1098,"(34.25713, -118.47469)"
124124,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-10000-00207,Bldg-New,1 or 2 Family Dwelling,10/27/2015,90004,1,No,1 unit,2,1924.1,"(34.078, -118.31689)"
130382,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-01838,Bldg-New,1 or 2 Family Dwelling,10/27/2015,90046,1,No,1 unit,2,1941.02,"(34.10467, -118.36611)"
123739,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-10000-02847,Bldg-New,1 or 2 Family Dwelling,10/27/2015,91342,1,No,1 unit,1,1041.08,"(34.27646, -118.39292)"
99843,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,10010-20000-01402,Bldg-New,1 or 2 Family Dwelling,10/27/2015,90046,1,No,1 unit,3,1941.01,"(34.10818, -118.35607)"
123307,10/27/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,13010-30000-01250,Bldg-New,1 or 2 Family Dwelling,10/27/2015,90026,1,No,1 unit,3,1973,"(34.07532, -118.25084)"
53848,10/28/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,05014-10000-12222,Bldg-New,1 or 2 Family Dwelling,10/28/2015,90026,1,No,1 unit,3,1974.1,"(34.08741, -118.25415)"
129859,10/29/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-10000-02838,Bldg-New,1 or 2 Family Dwelling,10/29/2015,90049,1,No,1 unit,2,2640,"(34.05365, -118.48069)"
129973,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02313,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91316,1,No,1 unit,2,1396,"(34.16866, -118.51541)"
130359,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00750,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
129342,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,11010-20000-00824,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91335,1,No,1 unit,2,1310.1,
130365,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00673,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
130358,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00749,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
130361,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00670,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
130367,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00631,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
130363,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00672,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
111529,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,12010-20000-02317,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91401,1,No,1 unit,2,1286.02,"(34.1687, -118.43721)"
130366,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00751,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
131604,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-03239,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91423,1,No,1 unit,2,1287.02,"(34.16011, -118.43359)"
132108,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-02339,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91311,1,No,1 unit,1,1131.01,"(34.26185, -118.58834)"
130356,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00748,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
129340,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,11010-20000-00829,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91335,1,No,1 unit,2,1310.1,
130362,10/30/2015,2015,2013-17,Q4,10,Q4 2015,CofO Issued,14010-20000-00671,Bldg-New,1 or 2 Family Dwelling,10/30/2015,91405,1,No,1 unit,3,1271.02,
134643,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,15010-20000-00772,Bldg-New,1 or 2 Family Dwelling,11/3/2015,91324,1,No,1 unit,1,1133.01,"(34.24448, -118.55559)"
126878,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00472,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.0939, -118.33166)"
136094,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,15010-30000-00709,Bldg-New,1 or 2 Family Dwelling,11/3/2015,91405,1,No,1 unit,1,1278.05,"(34.19307, -118.45559)"
126879,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00473,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.09395, -118.33169)"
126884,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00478,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.09413, -118.33149)"
126882,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00477,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.09415, -118.33169)"
126881,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00475,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.09411, -118.33167)"
133572,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-70000-03718,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90003,1,No,1 unit,2,2406,"(33.95184, -118.26596)"
126891,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00474,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.094, -118.33167)"
126889,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-00481,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90038,1,No,1 unit,3,1908.02,"(34.09406, -118.3317)"
120555,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,13010-20000-00533,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90068,1,No,1 unit,3,1897.02,
39227,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,06010-10000-02691,Bldg-New,1 or 2 Family Dwelling,11/3/2015,90011,1,No,1 unit,1,2267,"(34.01288, -118.25857)"
132849,11/3/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-02758,Bldg-New,1 or 2 Family Dwelling,11/3/2015,91604,1,No,1 unit,2,1438,"(34.13372, -118.37807)"
130183,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-10000-02578,Bldg-New,1 or 2 Family Dwelling,11/4/2015,90272,1,No,1 unit,2,2625.01,"(34.04834, -118.51811)"
124657,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-01070,Bldg-New,1 or 2 Family Dwelling,11/4/2015,90291,1,No,1 unit,2,2737,"(33.99704, -118.45719)"
106935,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,12010-10000-01883,Bldg-New,1 or 2 Family Dwelling,11/4/2015,90272,1,No,1 unit,2,2628.02,"(34.04792, -118.50588)"
130956,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-00440,Bldg-New,1 or 2 Family Dwelling,11/4/2015,91405,1,No,1 unit,1,1271.02,"(34.20218, -118.44125)"
124100,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-30000-00423,Bldg-New,1 or 2 Family Dwelling,11/4/2015,90272,1,No,1 unit,2,2625.01,"(34.05155, -118.52164)"
134132,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Corrected,13010-20000-04487,Bldg-New,1 or 2 Family Dwelling,12/21/2015,91606,1,No,1 unit,2,1242.01,
134127,11/4/2015,2015,2013-17,Q4,11,Q4 2015,CofO Corrected,13010-20000-04488,Bldg-New,1 or 2 Family Dwelling,12/21/2015,91606,1,No,1 unit,2,1242.01,
132153,11/5/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-03708,Bldg-New,1 or 2 Family Dwelling,11/5/2015,90048,1,No,1 unit,2,1945,"(34.07715, -118.36783)"
140691,11/7/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,00010-10000-04651,Bldg-New,1 or 2 Family Dwelling,11/7/2015,90026,1,No,1 unit,2,1972,"(34.08814, -118.24578)"
134223,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-03647,Bldg-New,1 or 2 Family Dwelling,11/9/2015,91401,1,No,1 unit,1,1286.01,"(34.17832, -118.44168)"
116215,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,13010-30000-01590,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90049,1,No,1 unit,2,2640,"(34.05272, -118.49066)"
128732,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,13010-20000-02372,Bldg-New,1 or 2 Family Dwelling,11/9/2015,91040,1,No,1 unit,2,1031.02,"(34.26578, -118.31063)"
93569,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,10010-30000-02210,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90402,1,No,1 unit,2,2628,"(34.03798, -118.50993)"
131466,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-30000-03476,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90066,1,No,1 unit,2,2753.11,"(33.98958, -118.42361)"
130543,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-30000-02857,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90034,1,No,1 unit,2,2717.01,"(34.02682, -118.42263)"
126840,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-01802,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90066,1,No,1 unit,2,2719.02,"(34.00894, -118.43129)"
129631,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-02911,Bldg-New,1 or 2 Family Dwelling,11/9/2015,91604,1,No,1 unit,2,1439.01,"(34.14123, -118.40036)"
130941,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14014-40000-01036,Bldg-New,1 or 2 Family Dwelling,11/9/2015,90045,1,No,1 unit,2,2760,"(33.97212, -118.3932)"
134134,11/9/2015,2015,2013-17,Q4,11,Q4 2015,CofO Corrected,13010-20000-04489,Bldg-New,1 or 2 Family Dwelling,12/21/2015,91606,1,No,1 unit,2,1242.01,
130764,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-00747,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91405,1,No,1 unit,3,1271.02,
132182,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,13010-20000-03585,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91311,1,No,1 unit,2,1132.37,"(34.24494, -118.61946)"
130369,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-00632,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91405,1,No,1 unit,3,1271.02,
132084,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-01929,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91311,1,No,1 unit,2,1132.37,
131002,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14010-20000-03388,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91604,1,No,1 unit,2,1439.02,"(34.14482, -118.41819)"
132186,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,13010-20000-03590,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91311,1,No,1 unit,2,1132.37,"(34.24528, -118.6207)"
123519,11/10/2015,2015,2013-17,Q4,11,Q4 2015,CofO Issued,14014-30000-01003,Bldg-New,1 or 2 Family Dwelling,11/10/2015,91604,1,No,1 unit,2,1434,"(34.15226, -118.40427)"
